"230, House 7",Rajendra Nagar Road,Close to Airport,Lal Bangla,Moradabad,Uttar Pradesh,244001
"472, Cottage 19",Gandhi Chowk,Behind Govt. School,Charbagh,Aligarh,Uttar Pradesh,202001
"71, Bungalow 30",Subhash Chauraha,Next to Community Center,Aliganj,Moradabad,Uttar Pradesh,244001
"161, Flat 7",Ambedkar Road,Near Industrial Area,Vijay Nagar,Lucknow,Uttar Pradesh,226001
"385, Flat 21",Nehru Road,Behind Govt. School,Kidwai Nagar,Lucknow,Uttar Pradesh,226001
"195, Cottage 29",Ashok Marg,Next to Temple,Chinhat,Varanasi,Uttar Pradesh,221001
"190, Cottage 12",Tagore Road,Near Railway Station,Kakadeo,Aligarh,Uttar Pradesh,202001
"307, Cottage 6",Tagore Road,Near Stadium,Model Town,Saharanpur,Uttar Pradesh,247001
"447, Bungalow 29",Lal Bahadur Shastri Road,Next to Central Park,Kalyanpur,Lucknow,Uttar Pradesh,226001
"196, Villa 16",Shastri Marg,Near Railway Station,Kalyanpur,Farrukhabad,Uttar Pradesh,209625
"344, Villa 17",Nehru Road,Close to Bus Stand,Kidwai Nagar,Meerut,Uttar Pradesh,250001
"215, Apt. 20",Shastri Marg,Close to Airport,Shastri Nagar,Deoria,Uttar Pradesh,274001
"191, Apt. 16",Vivekananda Path,Behind Post Office,Ashiyana,Faizabad,Uttar Pradesh,224001
"245, Flat 1",Vikas Marg,Next to Temple,Kalyanpur,Hapur,Uttar Pradesh,245101
"77, Apt. 16",Jawahar Road,Next to Community Center,Alambagh,Noida,Uttar Pradesh,201301
"357, Villa 17",Jawahar Road,Near University,Sarvodaya Nagar,Lucknow,Uttar Pradesh,226001
"171, Flat 4",Vivekananda Path,Adjacent to Police Station,Kakadeo,Moradabad,Uttar Pradesh,244001
"377, Cottage 21",Subhash Chauraha,Opposite Bank,Kakadeo,Muzaffarnagar,Uttar Pradesh,251001
"347, House 2",Jawahar Road,Close to Airport,Jankipuram,Ayodhya,Uttar Pradesh,224123
"280, Flat 29",Jawahar Road,Opposite Bank,Lal Bangla,Firozabad,Uttar Pradesh,283203
"430, Bungalow 18",Mahatma Gandhi Road,Opposite Shopping Complex,Cantt Area,Moradabad,Uttar Pradesh,244001
"266, Apt. 6",Tilak Road,Near Metro Station,Lal Bangla,Etawah,Uttar Pradesh,206001
"467, House 9",Mall Road,Behind Post Office,Vikas Nagar,Ghaziabad,Uttar Pradesh,201001
"461, Flat 26",Station Road,Near District Court,Mahanagar,Bareilly,Uttar Pradesh,243001
"360, Flat 17",Tilak Road,Near Main Market,Sikandra,Aligarh,Uttar Pradesh,202001
"3, House 3",Ramghat Road,Close to Bus Stand,Alambagh,Noida,Uttar Pradesh,201301
"58, Villa 5",University Road,Opposite City Mall,Aminabad,Mau,Uttar Pradesh,275101
"322, Apt. 4",Station Road,Near Stadium,Hazratganj,Etawah,Uttar Pradesh,206001
"313, Apt. 29",Sardar Patel Road,Near Stadium,Mahanagar,Shahjahanpur,Uttar Pradesh,242001
"409, Flat 2",Mahatma Gandhi Road,Adjacent to Police Station,Kidwai Nagar,Faizabad,Uttar Pradesh,224001
"125, Bungalow 20",Subhash Chauraha,Close to Airport,Vikas Nagar,Agra,Uttar Pradesh,282001
"118, Bungalow 26",Nehru Road,Adjacent to Police Station,Rambagh,Mau,Uttar Pradesh,275101
"241, Villa 16",Nehru Road,Adjacent to Police Station,Mahanagar,Prayagraj,Uttar Pradesh,211001
"52, Bungalow 3",Shivaji Marg,Next to Central Park,Shyam Nagar,Farrukhabad,Uttar Pradesh,209625
"344, Cottage 23",Ravindrapuri Road,Next to Temple,Vikas Nagar,Shahjahanpur,Uttar Pradesh,242001
"456, Cottage 16",Mall Road,Close to Bus Stand,Keshav Nagar,Mainpuri,Uttar Pradesh,205001
"264, Villa 25",Nehru Road,Next to Temple,Kidwai Nagar,Mau,Uttar Pradesh,275101
"177, House 2",Shastri Marg,Next to Central Park,Nirala Nagar,Meerut,Uttar Pradesh,250001
"479, Flat 20",Ravindrapuri Road,Near District Court,Shyam Nagar,Saharanpur,Uttar Pradesh,247001
"16, House 16",Vikas Marg,Next to Central Park,Lal Bangla,Rampur,Uttar Pradesh,244901
"470, Bungalow 30",Ramghat Road,Near Metro Station,Mahanagar,Mau,Uttar Pradesh,275101
"240, Flat 10",Shastri Marg,Close to Airport,Tajganj,Firozabad,Uttar Pradesh,283203
"85, House 9",Lal Bahadur Shastri Road,Opposite Hospital,Kakadeo,Mainpuri,Uttar Pradesh,205001
"291, Bungalow 3",Lal Bahadur Shastri Road,Close to Airport,Gomti Nagar,Etah,Uttar Pradesh,207001
"379, Apt. 23",Ramghat Road,Near Industrial Area,Aminabad,Sitapur,Uttar Pradesh,261001
"129, House 20",Jawahar Road,Near Railway Station,Aashiana,Bareilly,Uttar Pradesh,243001
"88, Villa 30",Tilak Road,Near Stadium,Gomti Nagar,Agra,Uttar Pradesh,282001
"274, Villa 17",Ashok Marg,Near Railway Station,Alambagh,Lucknow,Uttar Pradesh,226001
"286, Villa 7",Ambedkar Road,Behind Post Office,Shahganj,Aligarh,Uttar Pradesh,202001
"295, Cottage 26",Vivekananda Path,Next to Central Park,Jankipuram,Varanasi,Uttar Pradesh,221001
"120, Bungalow 29",Ambedkar Road,Near Railway Station,Vijay Nagar,Muzaffarnagar,Uttar Pradesh,251001
"80, Flat 21",Ravindrapuri Road,Next to Community Center,Jankipuram,Unnao,Uttar Pradesh,209801
"489, House 10",Vivekananda Path,Next to Community Center,Alambagh,Sitapur,Uttar Pradesh,261001
"394, Flat 12",Vivekananda Path,Near Stadium,Cantt Area,Prayagraj,Uttar Pradesh,211001
"86, Villa 13",Shivaji Marg,Near Industrial Area,Kavi Nagar,Lucknow,Uttar Pradesh,226001
"22, House 23",Vikas Marg,Near Stadium,Kakadeo,Etawah,Uttar Pradesh,206001
"4, Apt. 24",University Road,Adjacent to Police Station,Saket Nagar,Etah,Uttar Pradesh,207001
"164, Bungalow 18",Mall Road,Adjacent to Fire Station,Nirala Nagar,Farrukhabad,Uttar Pradesh,209625
"286, Villa 3",Shastri Marg,Near Metro Station,Keshav Nagar,Noida,Uttar Pradesh,201301
"458, Villa 5",Rajendra Nagar Road,Next to Temple,Kavi Nagar,Lucknow,Uttar Pradesh,226001
"122, Flat 8",Vikas Marg,Adjacent to Police Station,Indira Nagar,Bareilly,Uttar Pradesh,243001
"296, House 25",Lal Bahadur Shastri Road,Near Metro Station,Mahanagar,Firozabad,Uttar Pradesh,283203
"491, Apt. 25",Nehru Marg,Next to Temple,Mahanagar,Ghaziabad,Uttar Pradesh,201001
"8, House 6",Lal Bahadur Shastri Road,Close to Airport,GT Road,Mathura,Uttar Pradesh,281001
"452, Bungalow 16",Rajendra Nagar Road,Close to Bus Stand,Sikandra,Bareilly,Uttar Pradesh,243001
"260, Villa 10",Lal Bahadur Shastri Road,Next to Temple,Chowk,Agra,Uttar Pradesh,282001
"4, Apt. 9",Shivaji Marg,Opposite City Mall,Gomti Nagar,Ghaziabad,Uttar Pradesh,201001
"55, House 1",Rajendra Nagar Road,Close to Airport,Shyam Nagar,Prayagraj,Uttar Pradesh,211001
"416, Apt. 5",Vikas Marg,Behind Govt. School,Cantt Area,Meerut,Uttar Pradesh,250001
"451, Cottage 12",Sardar Patel Road,Close to Airport,Keshav Nagar,Jhansi,Uttar Pradesh,284001
"294, House 25",Mall Road,Behind Post Office,Sarvodaya Nagar,Gorakhpur,Uttar Pradesh,273001
"306, Apt. 7",Vikas Marg,Near Stadium,Shyam Nagar,Mau,Uttar Pradesh,275101
"77, Villa 22",Vikas Marg,Opposite Shopping Complex,Shyam Nagar,Faizabad,Uttar Pradesh,224001
"12, Villa 7",Station Road,Opposite Shopping Complex,Kamla Nagar,Sitapur,Uttar Pradesh,261001
"55, Villa 13",Tilak Road,Opposite Shopping Complex,Charbagh,Mathura,Uttar Pradesh,281001
"181, Bungalow 13",Mahatma Gandhi Road,Opposite Shopping Complex,Kidwai Nagar,Shahjahanpur,Uttar Pradesh,242001
"412, Bungalow 24",Rajendra Nagar Road,Near Metro Station,Shyam Nagar,Bijnor,Uttar Pradesh,246701
"342, Villa 22",Ashok Marg,Near Stadium,Swaroop Nagar,Rampur,Uttar Pradesh,244901
"19, Flat 29",Ramghat Road,Near Industrial Area,Rambagh,Ayodhya,Uttar Pradesh,224123
"317, House 30",Rajpath,Near University,Chowk,Mathura,Uttar Pradesh,281001
"231, Flat 20",University Road,Next to Central Park,Model Town,Agra,Uttar Pradesh,282001
"41, House 1",Tilak Road,Next to Community Center,Vikas Nagar,Unnao,Uttar Pradesh,209801
"415, Cottage 24",University Road,Next to Central Park,Shastri Nagar,Bareilly,Uttar Pradesh,243001
"86, Flat 20",Patel Marg,Opposite Hospital,Mahanagar,Rampur,Uttar Pradesh,244901
"431, Bungalow 26",Ashok Marg,Next to Central Park,Jankipuram,Lucknow,Uttar Pradesh,226001
"387, Apt. 30",Mall Road,Behind Post Office,Chinhat,Etawah,Uttar Pradesh,206001
"186, Flat 5",Rajpath,Close to Airport,Kavi Nagar,Bijnor,Uttar Pradesh,246701
"451, House 19",Nehru Marg,Near Railway Station,Saket Nagar,Jhansi,Uttar Pradesh,284001
"394, House 15",Ramghat Road,Opposite Bank,Nirala Nagar,Sitapur,Uttar Pradesh,261001
"500, Bungalow 17",Shivaji Marg,Next to Central Park,Kakadeo,Varanasi,Uttar Pradesh,221001
"124, Apt. 17",Sardar Patel Road,Adjacent to Police Station,Aashiana,Farrukhabad,Uttar Pradesh,209625
"168, Cottage 5",Rajpath,Behind Post Office,Mahanagar,Aligarh,Uttar Pradesh,202001
"358, Bungalow 6",Lal Bahadur Shastri Road,Opposite Hospital,Ashiyana,Jhansi,Uttar Pradesh,284001
"222, Cottage 16",Shastri Marg,Near Main Market,Hazratganj,Aligarh,Uttar Pradesh,202001
"8, Flat 27",Station Road,Next to Central Park,Sikandra,Agra,Uttar Pradesh,282001
"204, House 11",Sardar Patel Road,Near Stadium,Swaroop Nagar,Kanpur,Uttar Pradesh,208001
"9, Villa 26",Rajpath,Near Metro Station,GT Road,Etawah,Uttar Pradesh,206001
"96, House 26",Vivekananda Path,Close to Airport,Shahganj,Hapur,Uttar Pradesh,245101
"5, Bungalow 23",Ramghat Road,Adjacent to Fire Station,Kakadeo,Basti,Uttar Pradesh,272001
"458, House 20",Station Road,Adjacent to Police Station,Shyam Nagar,Hapur,Uttar Pradesh,245101
"4, Villa 16",Jawahar Road,Near District Court,Shyam Nagar,Jhansi,Uttar Pradesh,284001
"395, Flat 28",Tagore Road,Near Railway Station,Nirala Nagar,Rampur,Uttar Pradesh,244901
"133, Villa 16",Gandhi Chowk,Close to Airport,Gomti Nagar,Mainpuri,Uttar Pradesh,205001
"427, Flat 24",Lal Bahadur Shastri Road,Adjacent to Police Station,Kidwai Nagar,Etah,Uttar Pradesh,207001
"38, Villa 28",Subhash Chauraha,Near District Court,Mahanagar,Ghaziabad,Uttar Pradesh,201001
"177, House 27",University Road,Close to Airport,Sigra,Meerut,Uttar Pradesh,250001
"36, Bungalow 16",Vivekananda Path,Next to Central Park,Keshav Nagar,Rampur,Uttar Pradesh,244901
"165, Villa 11",Shastri Marg,Close to Bus Stand,Sarvodaya Nagar,Muzaffarnagar,Uttar Pradesh,251001
"422, Villa 4",Ambedkar Road,Opposite Bank,Sigra,Moradabad,Uttar Pradesh,244001
"471, Cottage 1",Shivaji Marg,Close to Bus Stand,Vijay Nagar,Muzaffarnagar,Uttar Pradesh,251001
"207, Flat 30",Rajpath,Close to Airport,Kamla Nagar,Mau,Uttar Pradesh,275101
"406, Flat 5",Vikas Marg,Near Railway Station,Indira Nagar,Meerut,Uttar Pradesh,250001
"171, Apt. 1",Vikas Marg,Near University,Hazratganj,Faizabad,Uttar Pradesh,224001
"187, House 15",Shivaji Marg,Near Industrial Area,Cantt Area,Faizabad,Uttar Pradesh,224001
"90, Flat 25",Tagore Road,Opposite Bank,Nirala Nagar,Jhansi,Uttar Pradesh,284001
"277, Bungalow 13",Shivaji Marg,Next to Community Center,Ashiyana,Mau,Uttar Pradesh,275101
"96, Cottage 1",Lal Bahadur Shastri Road,Opposite City Mall,Swaroop Nagar,Muzaffarnagar,Uttar Pradesh,251001
"227, Villa 19",Ramghat Road,Next to Temple,Rambagh,Etawah,Uttar Pradesh,206001
"41, House 1",Subhash Chauraha,Next to Central Park,Jankipuram,Bijnor,Uttar Pradesh,246701
"344, Flat 3",Sardar Patel Road,Opposite City Mall,Mahanagar,Moradabad,Uttar Pradesh,244001
"406, House 5",Ashok Marg,Opposite Hospital,Aliganj,Etawah,Uttar Pradesh,206001
"499, Flat 10",Ashok Marg,Near Main Market,Kalyanpur,Farrukhabad,Uttar Pradesh,209625
"274, Flat 10",Gandhi Chowk,Close to Bus Stand,Cantt Area,Gorakhpur,Uttar Pradesh,273001
"348, Bungalow 12",Jawahar Road,Opposite City Mall,Kalyanpur,Moradabad,Uttar Pradesh,244001
"485, Apt. 22",Mall Road,Next to Community Center,Jankipuram,Shahjahanpur,Uttar Pradesh,242001
"108, Apt. 10",Nehru Road,Opposite Shopping Complex,Vijay Nagar,Aligarh,Uttar Pradesh,202001
"350, Cottage 30",Nehru Marg,Next to Central Park,Raj Nagar,Mathura,Uttar Pradesh,281001
"230, Apt. 21",Gandhi Chowk,Next to Community Center,Lal Bangla,Ghaziabad,Uttar Pradesh,201001
"470, House 29",Mahatma Gandhi Road,Near Main Market,Aliganj,Firozabad,Uttar Pradesh,283203
"453, Flat 11",Patel Marg,Behind Govt. School,Rambagh,Lucknow,Uttar Pradesh,226001
"256, Bungalow 29",Nehru Marg,Next to Temple,Nirala Nagar,Agra,Uttar Pradesh,282001
"469, Bungalow 5",Lal Bahadur Shastri Road,Opposite Bank,Vikas Nagar,Meerut,Uttar Pradesh,250001
"84, House 29",Sardar Patel Road,Next to Temple,Chowk,Firozabad,Uttar Pradesh,283203
"465, Apt. 4",Lal Bahadur Shastri Road,Next to Community Center,Shahganj,Aligarh,Uttar Pradesh,202001
"497, Villa 27",Nehru Road,Behind Govt. School,Aliganj,Noida,Uttar Pradesh,201301
"239, Bungalow 20",Mall Road,Next to Central Park,Kavi Nagar,Mathura,Uttar Pradesh,281001
"175, Bungalow 10",Rajpath,Near Metro Station,GT Road,Agra,Uttar Pradesh,282001
"359, Villa 26",Rajendra Nagar Road,Opposite Bank,Vijay Nagar,Ayodhya,Uttar Pradesh,224123
"451, Apt. 19",Sardar Patel Road,Opposite City Mall,Shastri Nagar,Hapur,Uttar Pradesh,245101
"135, Bungalow 18",Sardar Patel Road,Near Industrial Area,Alambagh,Noida,Uttar Pradesh,201301
"165, Apt. 17",Ravindrapuri Road,Near Railway Station,Charbagh,Deoria,Uttar Pradesh,274001
"21, Cottage 6",Rajpath,Behind Post Office,Sikandra,Sitapur,Uttar Pradesh,261001
"466, Apt. 22",Ambedkar Road,Next to Community Center,Keshav Nagar,Faizabad,Uttar Pradesh,224001
"51, Bungalow 25",Station Road,Near University,Hazratganj,Basti,Uttar Pradesh,272001
"182, Villa 3",Gandhi Chowk,Next to Temple,Jankipuram,Rampur,Uttar Pradesh,244901
"135, Cottage 26",Ashok Marg,Behind Govt. School,Aliganj,Hapur,Uttar Pradesh,245101
"250, Bungalow 2",Lal Bahadur Shastri Road,Near Railway Station,Hazratganj,Basti,Uttar Pradesh,272001
"109, Bungalow 18",Ashok Marg,Opposite Hospital,Swaroop Nagar,Meerut,Uttar Pradesh,250001
"313, Villa 17",Vikas Marg,Adjacent to Police Station,Shahganj,Ayodhya,Uttar Pradesh,224123
"273, Apt. 1",Rajpath,Next to Community Center,Nirala Nagar,Prayagraj,Uttar Pradesh,211001
"138, Bungalow 30",Mahatma Gandhi Road,Close to Airport,Rambagh,Kanpur,Uttar Pradesh,208001
"288, House 3",Ashok Marg,Adjacent to Police Station,Aminabad,Saharanpur,Uttar Pradesh,247001
"148, House 9",Station Road,Adjacent to Fire Station,Saket Nagar,Etawah,Uttar Pradesh,206001
"394, Apt. 26",Ramghat Road,Adjacent to Police Station,Shyam Nagar,Deoria,Uttar Pradesh,274001
"305, Cottage 15",Nehru Road,Near Metro Station,Shahganj,Bijnor,Uttar Pradesh,246701
"352, House 25",Ambedkar Road,Next to Central Park,Saket Nagar,Jhansi,Uttar Pradesh,284001
"325, Bungalow 13",Subhash Chauraha,Near University,Model Town,Hapur,Uttar Pradesh,245101
"228, Apt. 17",Patel Marg,Opposite Shopping Complex,Raj Nagar,Unnao,Uttar Pradesh,209801
"301, House 12",Patel Marg,Opposite City Mall,Shahganj,Hapur,Uttar Pradesh,245101
"46, Bungalow 14",Gandhi Chowk,Near University,Civil Lines,Firozabad,Uttar Pradesh,283203
"215, Apt. 5",Shivaji Marg,Behind Govt. School,Shastri Nagar,Rampur,Uttar Pradesh,244901
"272, Villa 29",Shastri Marg,Close to Bus Stand,Gomti Nagar,Saharanpur,Uttar Pradesh,247001
"198, Bungalow 14",University Road,Near University,GT Road,Mau,Uttar Pradesh,275101
"345, Flat 1",Jawahar Road,Near Stadium,Kidwai Nagar,Ayodhya,Uttar Pradesh,224123
"282, House 18",Gandhi Chowk,Next to Community Center,Kavi Nagar,Bareilly,Uttar Pradesh,243001
"319, House 18",Rajpath,Near Railway Station,Nehru Nagar,Unnao,Uttar Pradesh,209801
"238, Cottage 13",Ramghat Road,Near Stadium,Nehru Nagar,Deoria,Uttar Pradesh,274001
"319, Flat 14",Lal Bahadur Shastri Road,Next to Central Park,Raj Nagar,Gorakhpur,Uttar Pradesh,273001
"461, House 8",Lal Bahadur Shastri Road,Adjacent to Police Station,Kalyanpur,Kanpur,Uttar Pradesh,208001
"208, House 27",Patel Marg,Near University,Indira Nagar,Kanpur,Uttar Pradesh,208001
"218, Flat 21",Ravindrapuri Road,Next to Temple,Kamla Nagar,Meerut,Uttar Pradesh,250001
"248, Cottage 17",Ramghat Road,Close to Airport,Model Town,Ghaziabad,Uttar Pradesh,201001
"331, House 16",Shastri Marg,Close to Bus Stand,Aashiana,Faizabad,Uttar Pradesh,224001
"325, Bungalow 23",Shivaji Marg,Close to Bus Stand,Aashiana,Bijnor,Uttar Pradesh,246701
"100, Bungalow 9",Ravindrapuri Road,Near District Court,Alambagh,Basti,Uttar Pradesh,272001
"43, Flat 2",Gandhi Chowk,Near University,Jankipuram,Sitapur,Uttar Pradesh,261001
"413, Villa 15",Rajpath,Near Stadium,Alambagh,Aligarh,Uttar Pradesh,202001
"187, Apt. 12",Jawahar Road,Next to Central Park,Keshav Nagar,Agra,Uttar Pradesh,282001
"394, Villa 7",Ravindrapuri Road,Near Main Market,Kalyanpur,Farrukhabad,Uttar Pradesh,209625
"107, Flat 21",Lal Bahadur Shastri Road,Near Stadium,Sigra,Unnao,Uttar Pradesh,209801
"385, Apt. 3",Tagore Road,Next to Temple,Chowk,Agra,Uttar Pradesh,282001
"74, House 26",Vikas Marg,Opposite Bank,Alambagh,Basti,Uttar Pradesh,272001
"64, Flat 9",Shastri Marg,Near Main Market,Cantt Area,Rampur,Uttar Pradesh,244901
"258, Flat 4",Station Road,Next to Central Park,Charbagh,Faizabad,Uttar Pradesh,224001
"191, Bungalow 25",Ramghat Road,Close to Bus Stand,Mahanagar,Shahjahanpur,Uttar Pradesh,242001
"427, House 30",Shivaji Marg,Opposite City Mall,Kakadeo,Moradabad,Uttar Pradesh,244001
"451, Villa 26",Gandhi Chowk,Near Main Market,GT Road,Rampur,Uttar Pradesh,244901
"88, Bungalow 28",Tagore Road,Near Stadium,Aashiana,Prayagraj,Uttar Pradesh,211001
"96, House 9",Ravindrapuri Road,Adjacent to Police Station,Kidwai Nagar,Etah,Uttar Pradesh,207001
"84, Bungalow 22",Tilak Road,Opposite Bank,Charbagh,Mau,Uttar Pradesh,275101
"47, Cottage 7",Rajpath,Next to Community Center,Chowk,Meerut,Uttar Pradesh,250001
"40, House 19",Vikas Marg,Close to Airport,Aliganj,Prayagraj,Uttar Pradesh,211001
"439, Flat 4",Shastri Marg,Opposite Hospital,Chinhat,Mathura,Uttar Pradesh,281001
"215, Flat 2",Ashok Marg,Near District Court,Keshav Nagar,Mau,Uttar Pradesh,275101
"407, Flat 6",Ashok Marg,Near University,GT Road,Lucknow,Uttar Pradesh,226001
"123, Villa 9",Mall Road,Adjacent to Police Station,Vikas Nagar,Ayodhya,Uttar Pradesh,224123
"321, House 5",Vikas Marg,Near Railway Station,GT Road,Varanasi,Uttar Pradesh,221001
"278, Villa 22",Vivekananda Path,Next to Temple,Kalyanpur,Gorakhpur,Uttar Pradesh,273001
"393, Cottage 4",Patel Marg,Adjacent to Fire Station,Hazratganj,Etah,Uttar Pradesh,207001
"403, Villa 23",Rajpath,Near Industrial Area,GT Road,Hapur,Uttar Pradesh,245101
